7-H ,Keamari to TokyoTerrace Plaza,"(66.8320207, 24.8847233)","(67.030388, 24.856621)","(67.0006627, 24.8516438)","(67.0298, 24.91133)","(67.0139571, 24.8646852)","(67.0297056, 24.8813263)","(67.0099388, 24.8614622)","(67.088297, 24.8785103)","(67.0776352, 24.9966672)","(67.062179, 24.9976968)","(67.0729901, 24.8994173)","(67.0970104, 24.9175697)","(67.11453480000002, 24.9290446)","(67.15617300000001, 24.9393424)",None,,,,,,,,,,,,,,,,,,
7-K ,Safoora Goth to New Truck Stand Grace Village,"(67.15617300000001, 24.9393424)","(67.1442055, 24.9178261)","(67.1481189, 24.9232479)","(67.13528389999999, 24.921177)","(67.1060925, 24.9116457)","(67.0970104, 24.9175697)","(67.0941101, 24.9219249)","(67.0844173, 24.9439021)","(67.06406059999999, 24.9861075)","(67.067159, 24.9697748)","(67.0542782, 24.9589959)","(67.040385, 24.935491)","(67.0379466, 24.931101)","(66.96933530000001, 24.9246687)","(67.0303789, 24.8277325)","(67.016022, 24.905744)","(66.9895172, 24.8940574)","(66.9883763, 24.8835908)","(66.9678993, 24.8764217)","(66.9345263, 24.876465)",None,,,,,,,,,,,,
8,P.I.B Colony to Tower,"(67.0568846, 24.8946807)","(67.0542782, 24.8855104)","(67.03985229999999, 24.8807075)","(67.01752909999999, 24.8607321)","(66.995155, 24.847778)","(67.030388, 24.856621)",,,,,,,,,,,,,,,,,,,,,,,,,,,
8-A ,P.I.B Colony to Keamari ,"(67.0568846, 24.8946807)","(67.0542782, 24.8855104)","(67.03985229999999, 24.8807075)","(67.01752909999999, 24.8607321)","(67.035598, 24.8499572)","(67.0274036, 24.8606946)","(67.0158508, 24.8565591)","(67.0209575, 24.852358)","(67.00806450000002, 24.8498013)","(67.00421349999999, 24.8557389)","(66.8320207, 24.8847233)",,,,,,,,,,,,,,,,,,,,,,
Abaseen Coach ,Ittehad Town to Clifton,"(66.9451892, 24.9759061)","(66.98214349999999, 24.9619552)","(66.97232029999999, 24.9640878)","(66.9902146, 24.9554921)","(66.9851262, 24.9752459)","(66.9850022, 24.9522405)","(66.9958226, 24.9085874)","(66.99284399999999, 24.8941108)","(66.9988748, 24.9067773)","(67.0303789, 24.8277325)","(67.0129003, 24.8860225)","(67.0297056, 24.8813263)","(67.0389292, 24.8556108)","(67.0142486, 24.8585747)","(67.030388, 24.856621)","(66.8320207, 24.8847233)",None,"(67.0006627, 24.8187524)","(67.0315657, 24.8247963)",,,,,,,,,,,,,,
Adam Coach ,Ittehad Town to Gulshan-e-Hadeed,"(66.9451892, 24.9759061)","(67.012867, 24.854553)","(66.9851262, 24.9752459)","(66.9834199, 24.9598096)","(66.9959781, 24.9568512)","(67.014327, 24.9111548)","(67.028587, 24.9110982)","(67.049352, 24.9092658)","(67.0738587, 24.902212)","(67.1000775, 24.8890541)","(67.0854729, 24.8685742)","(67.1753509, 24.884567)","(67.1885516, 24.8786941)","(67.2117015, 24.8584065)","(67.2907465, 24.8748257)","(67.35425599999999, 24.8699988)",,,,,,,,,,,,,,,,,
Agroor Coach ,Maymar Town to Hawksbay,"(67.132846, 25.02035)","(67.0844173, 24.9439021)","(67.0958423, 24.9190973)","(67.0970104, 24.9175697)","(67.0729901, 24.8994173)","(67.0656746, 24.8993184)","(67.0560005, 24.8852442)","(67.0438173, 24.8932378)","(67.0099388, 24.8614622)","(67.034313, 24.8883911)","(67.0297056, 24.8813263)","(67.0152002, 24.8698703)","(67.0096914, 24.8636896)","(67.0139837, 24.8402175)","(67.0006161, 24.8605147)","(66.9950779, 24.8503898)","(67.0321835, 24.8821443)","(66.9183846, 24.8680297)","(66.9678993, 24.8764217)","(66.86366149999999, 24.8601703)",,,,,,,,,,,,,
Ailia Coach ,Surjani Sector 5-D to Kinara Hotel,"(67.0671893, 25.0406121)","(67.06675349999999, 24.9728003)","(67.05593859999999, 24.9717061)","(67.07494799999999, 24.9152097)",None,"(67.0401651, 24.9489872)","(67.0203958, 24.9230668)","(67.0217621, 24.9166257)","(67.028587, 24.9110982)","(66.96933530000001, 24.9246687)","(67.0405017, 24.9018297)","(67.1575241, 24.9957565)","(67.0693895, 24.8824515)","(67.0604412, 24.8727364)","(67.0568846, 24.8582833)","(67.0528253, 24.8511297)","(67.055794, 24.8466809)","(67.0643315, 24.7936797)","(67.0817162, 24.9014152)","(67.04720379999999, 24.8308209)","(67.0181618, 24.8212312)","(67.0315657, 24.8247963)","(66.995746, 24.8510727)","(67.0474772, 24.8202784)","(67.0077754, 24.8791697)",,,,,,,,
Al Hadeed Coach ,Bhense Colony to Behar Colony,"(67.2788286, 24.8280711)","(67.2445654, 24.8324092)","(67.2252989, 24.8371408)","(67.2204567, 24.8387597)","(67.20607249999999, 24.8517714)","(67.2117015, 24.8584065)","(67.19757919999999, 24.9028849)","(67.1259864, 24.8862903)","(67.1000775, 24.8890541)","(67.074753, 24.89203)","(67.062179, 24.9976968)","(67.0530072, 24.8871202)","(67.0438173, 24.8932378)","(67.0297056, 24.8813263)","(67.034313, 24.8883911)","(67.0027104, 24.8633467)","(67.0006161, 24.8605147)","(66.993961, 24.8715513)","(67.0010823, 24.8800371)",,,,,,,,,,,,,,
Al Hamd Coach ,Surjani Town to Tariq Road,"(67.06905499999999, 25.035399)","(67.05316119999999, 24.9885552)","(67.06638330000001, 25.0347507)","(67.0644531, 25.0185857)","(67.0604697, 25.0740564)","(67.05613989999999, 25.0016334)","(67.0243519, 24.8483076)","(67.05593859999999, 24.9717061)","(67.06675349999999, 24.9728003)","(67.067159, 24.9697748)","(67.0844173, 24.9439021)","(67.0958423, 24.9190973)","(67.0970104, 24.9175697)","(67.0729901, 24.8994173)","(67.1575241, 24.9957565)","(67.05908509999999, 24.883215)","(67.0604412, 24.8727364)",,,,,,,,,,,,,,,,
Al Missri Coach ,Muzaffarabad Colony to Naval Colony,"(67.2266894, 24.8267477)","(67.2252989, 24.8371408)","(67.2204567, 24.8387597)","(67.1885516, 24.8786941)","(67.0854729, 24.8685742)","(67.1000775, 24.8890541)","(67.0814333, 24.8960374)","(67.0738587, 24.902212)","(67.049352, 24.9092658)","(67.028587, 24.9110982)","(67.0303789, 24.8277325)","(66.9895172, 24.8940574)","(66.9883763, 24.8835908)","(66.95571, 24.93927)","(66.9489906, 24.9253826)","(66.9377434, 24.9453192)",,,,,,,,,,,,,,,,,
Al Noor Coach ,Sohrab goth to Sandspit,"(67.0844173, 24.9439021)","(67.0941101, 24.9219249)","(67.0970104, 24.9175697)","(67.0738587, 24.902212)","(67.062179, 24.9976968)","(67.039757, 24.8744143)","(67.01752909999999, 24.8607321)","(67.030388, 24.856621)","(66.9867939, 24.8641799)","(66.9678993, 24.8764217)","(66.95723559999999, 24.8694529)","(66.9183846, 24.8680297)","(66.9116836, 24.8522515)","(66.9098222, 24.8404077)",,,,,,,,,,,,,,,,,,,
Al Qadri Coach ,Khokhrapar to Hawksbay,"(67.21253779999999, 24.9036432)","(67.1259864, 24.8862903)","(67.1052906, 24.9087971)","(67.0814333, 24.8960374)","(67.0684006, 24.8901012)","(67.0530072, 24.8871202)","(67.0438173, 24.8932378)","(67.0099388, 24.8614622)","(67.0328921, 24.8794062)","(67.0139571, 24.8646852)","(67.0006161, 24.8605147)","(66.9950779, 24.8503898)","(67.0321835, 24.8821443)","(66.9678993, 24.8764217)","(66.9183846, 24.8680297)","(66.9377434, 24.9453192)","(66.86366149999999, 24.8601703)",,,,,,,,,,,,,,,,
Al Rehman Coach ,Baldia Town to Mansehra,"(66.9619055, 24.9380961)","(66.9883763, 24.8835908)","(80.3414766, 26.4126261)","(66.9950779, 24.8783796)","(66.9980564, 24.8676664)","(67.0853734, 24.861538)","(67.0014538, 24.8617)","(67.0681489, 24.9449171)","(67.0139571, 24.8646852)","(67.0297056, 24.8813263)","(67.0099388, 24.8614622)","(67.0530072, 24.8871202)","(67.074753, 24.89203)","(67.0854729, 24.8685742)","(67.16808259999999, 24.9008297)","(67.1885516, 24.8786941)","(67.2117015, 24.8584065)","(67.20607249999999, 24.8517714)","(67.1999091, 24.8545216)",,,,,,,,,,,,,,
Arain Coach ,Safari Park to Kannup Colony,"(67.1103421, 24.9252993)","(67.0844173, 24.9439021)","(66.9561253, 24.9338405)","(67.0645208, 24.9273148)","(67.0542782, 24.9589959)","(67.040385, 24.935491)","(67.028587, 24.9110982)","(66.96933530000001, 24.9246687)","(67.0303789, 24.8277325)","(66.9883763, 24.8835908)","(66.9678993, 24.8764217)","(66.9934499, 24.9664052)","(66.9083331, 24.8744384)",,,,,,,,,,,,,,,,,,,,
Askari Coach ,Haji Zakria Goth to Cantt Railway Station,None,"(67.1398746, 24.8776543)","(67.2073241, 24.9399286)","(67.2050897, 24.927663)","(67.19913129999999, 24.8986308)","(67.1864696, 24.9057614)","(67.1810787, 24.9011532)","(67.1753509, 24.884567)","(67.0854729, 24.8685742)","(67.1259864, 24.8862903)","(67.04124, 24.8438739)","(67.0359406, 24.8248903)","(67.0528253, 24.8511297)","(67.026457, 24.846713)","(67.0458993, 24.8521103)","(67.18200089999999, 24.9400595)","(67.04124, 24.8438739)",,,,,,,,,,,,,,,,
Awan Luxury Coach ,Ittehad Town to Clifton,"(66.9451892, 24.9759061)","(66.9742285, 24.9617474)","(66.97232029999999, 24.9640878)","(66.9834199, 24.9598096)","(66.9959781, 24.9568512)","(67.0303789, 24.8277325)","(67.0173647, 24.9030259)","(67.0297056, 24.8813263)","(67.0142486, 24.8585747)","(66.995746, 24.8510727)","(67.0315657, 24.8247963)",,,,,,,,,,,,,,,,,,,,,,
Ayaz Coach ,Surjani Town Sector 7 to Korangi No.5,"(67.06638330000001, 25.0347507)","(67.06675349999999, 24.9728003)","(67.0844173, 24.9439021)","(67.0970104, 24.9175697)","(67.13508019999999, 24.882791)","(67.1753509, 24.884567)","(67.19757919999999, 24.9028849)","(67.2117015, 24.8584065)","(67.20607249999999, 24.8517714)","(67.20216599999999, 24.8452883)","(67.22666509999999, 24.8321059)","(67.1705952, 24.8321435)","(67.19587539999999, 24.8419605)","(67.2574151, 24.8327778)","(67.2266823, 24.8300009)","(67.1359564, 24.820266)","(67.0998318, 24.8343622)",,,,,,,,,,,,,,,,
Azmat Coach ,Ittehad Town to Bhense Colony,"(66.9451892, 24.9759061)","(66.98214349999999, 24.9619552)","(66.9902146, 24.9554921)","(66.9834199, 24.9598096)","(66.9959781, 24.9568512)","(67.029704, 24.9200264)","(67.0317775, 24.9103423)","(67.049352, 24.9092658)","(67.0728955, 24.9025174)","(67.1000775, 24.8890541)","(67.1259864, 24.8862903)","(67.19757919999999, 24.9028849)","(67.2117015, 24.8584065)","(67.06309399999999, 25.0250665)","(67.2252989, 24.8371408)","(67.2445654, 24.8324092)","(67.2788286, 24.8280711)",,,,,,,,,,,,,,,,
Baraq Coach ,Allied Bank New Karachi Branch No 5 to Korangi Industrial Area,"(67.0610591, 24.941684)","(67.075502, 24.9753791)","(66.96418489999999, 24.8749666)","(67.08077999999999, 24.96607)","(67.06406059999999, 24.9861075)","(67.0844173, 24.9439021)","(67.0970104, 24.9175697)","(67.1259864, 24.8862903)","(67.04124, 24.8438739)","(67.0854729, 24.8685742)","(67.19757919999999, 24.9028849)","(67.2117015, 24.8584065)","(67.20607249999999, 24.8517714)","(67.2266823, 24.8300009)","(67.2574151, 24.8327778)","(67.19587539999999, 24.8419605)","(67.1705952, 24.8321435)","(67.20216599999999, 24.8452883)","(67.1359564, 24.820266)","(67.0996564, 24.8301656)","(67.1261433, 24.825333)","(67.1812114, 24.8521146)","(67.135825, 24.849999)",,,,,,,,,,
Batool Coach ,New Karachi to Fisheries,"(67.062179, 24.9976968)","(67.0861674, 24.9877228)","(67.0874333, 24.9662958)","(67.08077999999999, 24.96607)","(67.0844173, 24.9439021)","(67.0558398, 24.9144164)","(67.049352, 24.9092658)","(66.96933530000001, 24.9246687)","(67.028587, 24.9110982)","(67.0303789, 24.8277325)","(66.9883763, 24.8835908)","(66.9678993, 24.8764217)","(66.9183846, 24.8680297)","(66.99794279999999, 24.8506516)","(66.9829778, 24.8528034)","(66.97609, 24.8490635)",,,,,,,,,,,,,,,,,
Be Misal Coach ,North Karachi Sector 2 to West Wharf,"(67.0524499, 25.0038898)","(67.05316119999999, 24.9955525)","(67.05613989999999, 25.0016334)","(67.0600966, 24.9979106)","(67.0243519, 24.8483076)","(67.05593859999999, 24.9717061)","(67.0457144, 24.9621571)","(67.0237467, 24.9302573)","(67.0203958, 24.9230668)","(67.029704, 24.9200264)","(67.0311713, 24.9185329)","(66.96933530000001, 24.9246687)","(67.0099388, 24.8614622)","(67.0364525, 24.8730489)","(67.01752909999999, 24.8607321)","(66.9923321, 24.8482395)","(66.9759988, 24.8403899)",,,,,,,,,,,,,,,,
Bilal Coach ,Ittehad Town to PMTF Colony,"(66.9451892, 24.9759061)","(66.9816747, 24.9335767)","(66.9913548, 24.928852)","(66.99734409999999, 24.933482)","(66.9834199, 24.9598096)","(67.1051044, 24.922248)","(66.9959781, 24.9568512)","(67.0303789, 24.8277325)","(67.028587, 24.9110982)","(66.96933530000001, 24.9246687)","(67.049352, 24.9092658)","(67.0738587, 24.902212)","(67.062179, 24.9976968)","(67.0530072, 24.8871202)","(67.05908509999999, 24.883215)","(67.088863, 24.8484528)",None,"(67.135825, 24.849999)","(67.1812114, 24.8521146)","(67.1601541, 24.8464619)","(67.1719463, 24.8561529)","(67.20607249999999, 24.8517714)","(67.08219129999999, 24.9532103)","(67.2258682, 24.8338069)","(67.2445654, 24.8324092)","(67.25350350000001, 24.8394436)",,,,,,,
Bismillah Coach ,Surjani Town Sector 9 to Nai Abadi,"(67.0546506, 24.9748014)","(67.0672733, 24.9648416)","(67.067159, 24.9697748)","(67.06406059999999, 24.9861075)","(67.0844173, 24.9439021)","(67.0645208, 24.9273148)","(67.0405017, 24.9018297)","(67.03985229999999, 24.8807075)","(67.0364525, 24.8730489)","(67.030388, 24.856621)","(66.9183846, 24.8680297)","(66.9678993, 24.8764217)","(66.9883763, 24.8835908)","(66.9895172, 24.8940574)","(67.1338231, 24.9104372)","(66.99669279999999, 24.9069048)","(66.9958226, 24.9085874)","(67.0008254, 24.9275293)","(66.9913548, 24.928852)","(66.9660378, 24.9093503)","(72.7008784, 30.9160647)",,,,,,,,,,,,
Burki Coach ,Maymar Complex to Keamari,"(67.1188122, 25.0027479)","(67.0915598, 24.9510742)","(67.0844173, 24.9439021)","(66.9561253, 24.9338405)","(67.0558398, 24.9144164)","(67.049352, 24.9092658)","(67.0438173, 24.8932378)","(67.03985229999999, 24.8807075)","(67.0364525, 24.8730489)","(67.01752909999999, 24.8607321)","(67.0142486, 24.8585747)","(67.030388, 24.856621)","(66.8320207, 24.8847233)",,,,,,,,,,,,,,,,,,,,
C ,Saddar to Dhobi Ghat,"(67.0166725, 24.8531846)","(67.0167444, 24.9324093)","(67.0458993, 24.8521103)","(67.055794, 24.8466809)","(67.1117453, 24.8148444)","(67.0740126, 24.8393459)","(67.0807149, 24.8257241)","(67.0932065, 24.8234025)","(67.0996564, 24.8301656)","(67.0998318, 24.8343622)","(67.0998429, 24.8343485)","(67.1579957, 24.8273134)","(67.0998318, 24.8343622)","(67.1656409, 24.8232494)","(67.1703713, 24.8272999)","(67.0125769, 24.8780651)",,,,,,,,,,,,,,,,,
C-2 ,Raja Ghazanfar Ali Road to Gul Ahmed Textile Mills,"(67.0306834, 24.8564881)","(67.0261324, 24.8552641)","(67.0167444, 24.9324093)","(67.0458993, 24.8521103)","(67.055794, 24.8466809)","(67.0622796, 24.8418897)","(67.0740126, 24.8393459)","(67.0807149, 24.8257241)","(67.1105037, 24.8109138)","(67.1077583, 24.8171013)","(67.0996564, 24.8301656)","(67.0998318, 24.8343622)","(67.1760426, 24.8438527)","(67.1671052, 24.8396167)","(67.2574151, 24.8327778)","(67.2204567, 24.8387597)",,,,,,,,,,,,,,,,,
C-3 ,Moosa Colony to Ground Landhi,"(67.04720379999999, 24.9204103)","(67.0516871, 24.9130313)","(67.049352, 24.9092658)","(67.0738587, 24.902212)","(67.12844799999999, 24.9293741)","(67.0656746, 24.8993184)","(67.0606127, 24.8888883)","(67.0814333, 24.8960374)","(67.1026088, 24.9038901)","(67.1259864, 24.8862903)","(67.19757919999999, 24.9028849)","(67.2117015, 24.8584065)","(67.2266823, 24.8300009)","(67.0998318, 24.8343622)","(67.1671052, 24.8396167)","(67.1760426, 24.8438527)","(67.1965407, 24.855668)",,,,,,,,,,,,,,,,
City Coach ,Khuwaja Ajmer Nagri to Shahrah-e-Galib,"(67.062179, 24.9976968)","(67.06675349999999, 24.9728003)","(67.067159, 24.9697748)","(67.12660869999999, 24.9119719)","(67.0736402, 24.9572314)","(67.0659143, 24.9477178)","(67.0610643, 24.9417016)","(67.0451559, 24.9241029)","(67.0558398, 24.9144164)","(67.0405017, 24.9018297)","(67.0438173, 24.8932378)","(67.0530072, 24.8871202)","(67.05908509999999, 24.883215)","(67.047755, 24.9369057)","(67.0359406, 24.8248903)","(67.0854729, 24.8685742)","(67.055794, 24.8466809)","(67.0597159, 24.8315521)","(67.04348039999999, 24.8211201)","(67.0472082, 24.8125951)","(66.995746, 24.8510727)","(66.99229919999999, 24.8188732)",,,,,,,,,,,
CNG Green Buses First Route,Surjani to Tower,"(67.06905499999999, 25.035399)","(67.0311356, 24.9281096)","(67.067159, 24.9697748)","(67.040385, 24.935491)","(67.028587, 24.9110982)","(67.0099388, 24.8614622)","(67.03985229999999, 24.8807075)","(67.01752909999999, 24.8607321)","(67.0364525, 24.8730489)","(67.0165372, 24.8594524)","(67.0142486, 24.8585747)","(67.0006627, 24.8516438)","(67.030388, 24.856621)",,,,,,,,,,,,,,,,,,,,
CNG Green Buses Second Route,Surjani to Korangi,"(67.06905499999999, 25.035399)","(67.0311356, 24.9281096)","(67.067159, 24.9697748)","(67.0687997, 24.9581978)","(67.0844173, 24.9439021)","(67.0958423, 24.9190973)","(67.0941101, 24.9219249)","(67.0970104, 24.9175697)","(67.1156633, 24.9011695)","(67.1259864, 24.8862903)","(67.0854729, 24.8685742)","(67.13508019999999, 24.882791)","(67.1699117, 24.8846235)","(67.135825, 24.849999)","(67.1077583, 24.8171013)",,,,,,,,,,,,,,,,,,
D-10 ,Korangi 100 Quarter to Taiser Town,"(67.0617541, 24.8399116)","(67.0998318, 24.8343622)","(67.2266823, 24.8300009)","(67.2574151, 24.8327778)","(67.19587539999999, 24.8419605)","(67.1705952, 24.8321435)","(67.22666509999999, 24.8321059)","(67.20216599999999, 24.8452883)","(67.20607249999999, 24.8517714)","(67.2117015, 24.8584065)","(67.19757919999999, 24.9028849)","(67.1753509, 24.884567)","(67.1557914, 24.8871241)","(67.13508019999999, 24.882791)","(67.1259864, 24.8862903)","(67.0958423, 24.9190973)","(67.068269, 24.9296872)","(67.1136106, 24.9044088)","(67.0970104, 24.9175697)","(67.0941101, 24.9219249)","(67.0844173, 24.9439021)","(67.06406059999999, 24.9861075)","(67.0782926, 24.9862708)","(67.08443849999999, 24.9642274)","(67.0861674, 24.9877228)","(67.0783046, 24.9863537)","(67.2088603, 24.905636)","(67.06439, 25.00639)","(67.0379466, 24.931101)","(67.0725363, 25.0204107)","(67.0894718, 25.033542)","(67.0239011, 24.8590339)","(67.06055529999999, 24.8602467)"
D-12 ,Qaddafi Town to Qabrastan ,"(67.0112103, 24.9411054)","(67.2117015, 24.8584065)","(67.1753509, 24.884567)","(67.1557914, 24.8871241)","(67.1259864, 24.8862903)","(66.9857629, 24.9048151)","(67.0958423, 24.9190973)","(67.0970104, 24.9175697)","(67.0832516, 24.9166367)","(67.0844173, 24.9439021)","(66.9561253, 24.9338405)",None,"(67.0972137, 24.9295705)","(67.1565632, 24.8214115)",,,,,,,,,,,,,,,,,,,
D-19 ,Filter Plant to Tower,"(67.3451236, 24.894014)","(67.1685947, 24.9645107)","(67.15617300000001, 24.9393424)","(67.1444975, 24.9373561)","(67.11453480000002, 24.9290446)","(67.1103421, 24.9252993)","(67.0970104, 24.9175697)","(67.0569591, 24.8838987)","(67.04627289999999, 24.879842)","(67.03985229999999, 24.8807075)","(67.0385004, 24.8790666)","(67.0364525, 24.8730489)","(67.02182429999999, 24.8628099)","(67.00694519999999, 24.87325)","(67.0142486, 24.8585747)","(67.0358176, 24.8345649)","(67.00492109999999, 24.8535358)","(67.030388, 24.856621)",,,,,,,,,,,,,,,
D-4 ,Taiser Town to Yousuf Goth,"(67.06055529999999, 24.8602467)","(67.0894718, 25.033542)","(67.05316119999999, 24.9885552)","(67.0644531, 25.0185857)","(67.0672733, 24.9648416)","(67.0543027, 24.9993802)","(67.062179, 24.9976968)","(67.1253985, 24.8469216)","(67.0573878, 24.9649477)",None,"(67.02665979999999, 24.9355179)","(67.0203958, 24.9230668)","(67.0217621, 24.9166257)","(67.0317775, 24.9103423)","(67.0270977, 24.8954615)","(67.0099388, 24.8614622)","(67.0297056, 24.8813263)","(67.0139571, 24.8646852)","(67.0021069, 24.8570777)","(67.0006161, 24.8605147)","(66.9678993, 24.8764217)","(66.9883763, 24.8835908)","(66.9793775, 24.8912348)",None,"(66.93476509999999, 24.9560244)",,,,,,,,
Data Coach ,KDA SITE Office to Abdullah Shah Ghazi,"(67.0546506, 24.9678036)","(67.0644531, 25.0185857)","(67.0604697, 25.0740564)","(67.05593859999999, 24.9717061)","(67.0776352, 24.9966672)","(67.06406059999999, 24.9861075)","(67.0844173, 24.9439021)","(67.0970104, 24.9175697)","(67.1575241, 24.9957565)","(67.0693895, 24.8824515)","(67.0604412, 24.8727364)","(67.0557239, 24.8660636)","(67.05369110000001, 24.8664733)","(67.0359406, 24.8248903)","(67.05215079999999, 24.8583591)","(67.0458993, 24.8521103)","(67.18200089999999, 24.9400595)","(67.04124, 24.8438739)","(67.0374571, 24.8349808)","(66.995746, 24.8510727)",,,,,,,,,,,,,
